ovr_rank,team,conference,record,ovr_rating,off_rating,off_rank,def_rating,def_rank,st_rating,st_rank,week
123,New Mexico State,Independent,0-7,-20.2,19.2,110,39.4,122,-0.1,76,7
124,Connecticut,AAC,1-5,-22,14.4,126,36.2,112,-0.2,94,7
125,South Alabama,Sun Belt,1-5,-22,11.8,129,33.6,94,-0.2,102,7
126,UT San Antonio,C-USA,2-4,-22.9,16.8,118,39.2,121,-0.5,127,7
127,Bowling Green,MAC,2-4,-24.5,12.9,127,36.8,114,-0.6,130,7
128,Akron,MAC,0-6,-27,8.3,130,34.7,103,-0.5,128,7
129,UTEP,C-USA,1-4,-27.8,15.2,123,43,128,0,66,7
130,UMass,Independent,1-6,-28.5,18.6,113,47,130,0,73,7
1,Ohio State,Big Ten,7-0,33.3,43.4,5,10.4,1,0.3,18,8
2,Alabama,SEC,7-0,32.2,46.2,3,13.8,7,-0.2,92,8
3,Oklahoma,Big 12,7-0,29.9,48.9,1,19.1,27,0.1,46,8
4,LSU,SEC,7-0,28.6,47.7,2,19.5,29,0.5,3,8
5,Georgia,SEC,6-1,26.4,38.3,11,12.4,5,0.4,8,8
6,Clemson,ACC,7-0,26.2,38.3,12,12,3,-0.1,86,8
7,Wisconsin,Big Ten,6-1,24.7,35.9,22,11,2,-0.2,98,8
8,Penn State,Big Ten,7-0,24.6,39.3,8,15,12,0.3,20,8
9,Utah,Pac-12,6-1,21.7,37,19,15.3,13,0,59,8
10,Auburn,SEC,6-1,21.6,34.8,28,13.6,6,0.5,5,8
11,Oregon,Pac-12,6-1,20.1,34.5,30,14.1,8,-0.3,119,8
12,Florida,SEC,7-1,20,36.7,20,17.1,18,0.4,13,8
13,Washington,Pac-12,5-3,18.9,40.2,7,21.9,38,0.5,2,8
14,Michigan,Big Ten,5-2,18.5,30.9,52,12.3,4,0,66,8
15,Minnesota,Big Ten,7-0,18.5,38.5,10,19.9,30,-0.1,88,8
16,Baylor,Big 12,7-0,18.4,37.6,14,18.9,25,-0.2,109,8
17,Iowa State,Big 12,5-2,18.2,34.8,27,16.5,17,-0.1,87,8
18,Missouri,SEC,5-2,17.5,31.7,50,14.3,10,0.2,26,8
19,Notre Dame,Independent,5-1,17,37.8,13,21.2,35,0.4,6,8
20,UCF,AAC,5-2,16.9,35.8,23,18.9,24,0,65,8
21,Memphis,AAC,6-1,16.7,37.4,16,21.2,36,0.5,1,8
22,Indiana,Big Ten,5-2,14.8,37.1,17,22.6,41,0.3,17,8
23,USC,Pac-12,4-3,14.7,37.5,15,23.1,44,0.2,29,8
24,Iowa,Big Ten,5-2,14.5,28.4,67,14.2,9,0.3,21,8
25,Texas A&M,SEC,4-3,14.1,33.5,36,19.4,28,-0.1,84,8
26,Washington State,Pac-12,4-3,13.3,43.6,4,30.6,78,0.3,15,8
27,Texas,Big 12,5-2,13.3,43.1,6,30.3,77,0.4,7,8
28,Michigan State,Big Ten,4-3,13.1,27.6,72,14.4,11,-0.1,80,8
29,Oklahoma State,Big 12,4-3,12.5,38.9,9,26.6,57,0.1,47,8
30,TCU,Big 12,3-3,11.9,31.9,47,20.1,32,0.1,50,8
31,Miami,ACC,3-4,11.8,29.7,57,17.7,20,-0.2,99,8
32,Cincinnati,AAC,6-1,9.4,28.1,68,18.9,23,0.1,40,8
33,South Carolina,SEC,3-4,9.3,28,69,19.1,26,0.4,12,8
34,Arizona State,Pac-12,5-2,9,26.9,75,18.2,22,0.3,19,8
35,Virginia,ACC,5-2,8.1,23.3,95,15.3,14,0.2,34,8
36,SMU,AAC,7-0,8,33.9,34,25.5,51,-0.3,116,8
37,Navy,AAC,5-1,8,31.8,48,24,46,0.2,27,8
38,Kansas State,Big 12,4-2,7.9,29,62,21.4,37,0.3,16,8
39,Mississippi State,SEC,3-4,7.8,33,38,24.8,48,-0.4,123,8
40,Appalachian State,Sun Belt,6-0,7.8,37,18,29.5,71,0.3,23,8
41,Texas Tech,Big 12,3-4,7.6,33.5,37,26.1,54,0.3,25,8
42,Tulane,AAC,5-2,7.4,35,26,27.8,64,0.3,24,8
43,Boise State,MWC,6-1,5.7,31.8,49,26,53,0,62,8
44,Temple,AAC,5-2,5.3,25.1,87,19.9,31,0.1,38,8
45,Wake Forest,ACC,6-1,4.6,32.9,39,28.5,67,0.1,42,8
46,Nebraska,Big Ten,4-3,4.4,32.2,44,27.4,61,-0.5,126,8
47,Maryland,Big Ten,3-4,4.1,31.3,51,26.7,58,-0.5,127,8
48,Ole Miss,SEC,3-5,3.9,27.1,73,22.9,43,-0.3,113,8
49,Air Force,MWC,5-2,3.9,35.3,25,31.5,83,0.2,32,8
50,Purdue,Big Ten,2-5,3.8,35.4,24,31.7,85,0,63,8
51,Tennessee,SEC,2-5,3.6,26.3,79,22.7,42,0,54,8
52,Pittsburgh,ACC,5-2,3.5,19.4,110,15.8,15,-0.2,94,8
53,Lousisiana,Sun Belt,5-2,3.2,32.1,45,28.9,70,0,55,8
54,Utah State,MWC,4-2,3.1,24,93,21,33,0.1,52,8
55,North Carolina,ACC,3-4,2.6,32.4,43,29.5,72,-0.2,107,8
56,Duke,ACC,4-3,2.6,25,88,22.6,40,0.1,44,8
57,Florida State,ACC,3-4,2.6,32.4,42,29.6,73,-0.2,105,8
58,Arizona,Pac-12,4-3,2.4,36.5,21,33.9,101,-0.2,108,8
59,Virginia Tech,ACC,5-2,2.1,29.4,60,27.3,60,-0.1,76,8
60,NC State,ACC,4-3,2,25.2,84,23.3,45,0.1,48,8
61,California,Pac-12,4-3,1.7,19.8,109,17.8,21,-0.2,103,8
62,Boston College,ACC,4-3,1.1,34.2,32,32.9,94,-0.2,110,8
63,Louisville,ACC,4-3,0.9,34.5,31,33.7,100,0.2,36,8
64,Fresno State,MWC,3-3,0.8,30.9,53,29.8,75,-0.2,97,8
65,UCLA,Pac-12,2-5,0.6,30.6,54,30.1,76,0.1,45,8
66,Kentucky,SEC,3-4,0.2,25.5,82,25.4,50,0.1,49,8
67,Syracuse,ACC,3-4,-0.1,24.5,90,25,49,0.3,22,8
68,Oregon State,Pac-12,3-4,-0.5,33.9,33,34.2,102,-0.2,106,8
69,San Diego State,MWC,6-1,-0.5,16.6,120,17.5,19,0.4,9,8
70,Illinois,Big Ten,3-4,-0.5,29.7,56,30.7,80,0.5,4,8
71,West Virginia,Big 12,3-4,-1.2,30.4,55,31.2,82,-0.3,115,8
72,Colorado,Pac-12,3-4,-1.6,34.6,29,36.5,111,0.2,28,8
73,Houston,AAC,3-4,-1.6,32.6,40,34.3,103,0.2,37,8
74,Northwestern,Big Ten,1-5,-1.7,14.6,125,16.2,16,-0.1,89,8
75,UAB,C-USA,6-1,-1.9,20.2,107,22,39,-0.1,83,8
76,Stanford,Pac-12,3-4,-2.1,24.7,89,26.8,59,0,70,8
77,Army,Independent,3-4,-2.7,25.3,83,28,66,0,74,8
78,Florida Atlantic,C-USA,4-3,-3.2,28.6,65,32,87,0.1,43,8
79,BYU,Independent,3-4,-3.6,25.2,85,28.7,69,-0.1,90,8
80,Kansas,Big 12,2-5,-3.8,29,63,32.5,90,-0.3,114,8
81,Wyoming,MWC,5-2,-4,22.2,99,26.2,55,0,56,8
82,Tulsa,AAC,2-5,-4,20.5,106,24.1,47,-0.5,125,8
83,Louisiana Tech,C-USA,6-1,-4,28.6,66,32.6,91,-0.1,78,8
84,Florida International,C-USA,4-3,-4.7,26.2,80,30.9,81,0,69,8
85,North Texas,C-USA,3-4,-4.9,27.9,70,33.2,97,0.4,11,8
86,Western Kentucky,C-USA,5-2,-4.9,16.2,121,21.1,34,0,64,8
87,Arkansas State,Sun Belt,3-4,-4.9,32.4,41,37.5,115,0.2,30,8
88,Arkansas,SEC,2-5,-5.1,22.7,96,27.9,65,0,57,8
89,Marshall,C-USA,4-3,-5.2,27,74,32.4,89,0.2,33,8
90,South Florida,AAC,3-4,-5.7,22.5,97,27.7,63,-0.4,124,8
91,Vanderbilt,SEC,2-5,-5.8,25.6,81,31.8,86,0.4,14,8
92,Southern Mississippi,C-USA,4-3,-5.9,29.5,59,35.3,106,-0.2,91,8
93,Troy,Sun Belt,3-3,-6,29.7,58,35.6,108,0,61,8
94,Hawai'i,MWC,4-3,-6.2,33.8,35,39.7,123,-0.3,118,8
95,Georgia Tech,ACC,2-5,-6.6,19.3,111,25.7,52,-0.2,102,8
96,Western Michigan,MAC,4-4,-6.8,28.9,64,35.5,107,-0.2,104,8
97,Liberty,Independent,5-2,-6.9,26.5,78,33.5,98,0.1,53,8
98,Ohio,MAC,3-4,-7.7,32.1,46,40,125,0.2,31,8
99,Ball State,MAC,4-3,-8.5,22.4,98,30.7,79,-0.2,101,8
100,Georgia Southern,Sun Belt,3-3,-9.7,16.7,119,26.4,56,-0.1,79,8
101,East Carolina,AAC,3-4,-11.1,20.6,105,31.6,84,0,73,8
102,Colorado State,MWC,2-5,-11.3,25.1,86,36.4,110,0,75,8
103,Texas State,Sun Belt,2-4,-11.6,17.4,114,28.6,68,-0.3,121,8
104,Coastal Carolina,Sun Belt,3-4,-11.7,21.3,102,32.7,93,-0.2,95,8
105,Georgia State,Sun Belt,5-2,-11.8,27.8,71,39.3,121,-0.3,120,8
106,Buffalo,MAC,3-4,-12.6,15.4,122,27.4,62,-0.6,129,8
107,Rutgers,Big Ten,1-6,-12.6,17.2,117,29.7,74,-0.1,82,8
108,Central Michigan,MAC,5-3,-12.9,20.1,108,33,95,-0.1,81,8
109,Northern Illinois,MAC,2-5,-13.3,21.8,100,34.8,105,-0.2,111,8
110,Toledo,MAC,4-3,-13.3,24.3,92,37.3,114,-0.3,112,8
111,Charlotte,C-USA,2-5,-13.3,29.3,61,42.6,128,0,60,8
112,Louisiana Monroe,Sun Belt,3-4,-13.4,26.6,77,39.8,124,-0.2,100,8
